OverallQual,GrLivArea,GarageArea,YearBuilt,FullBath,LotArea,LotFrontage,Fireplaces,SalePrice
3,968,0,1910,1,5925,50.0,0,37900
7,1829,613,2003,2,9548,44.0,1,237000
6,1574,566,1976,2,18800,70.0,1,190000
4,720,0,1920,1,7879,60.0,0,34900
9,1980,770,2004,2,16737,129.0,1,315000
7,1621,440,1984,2,14145,91.0,0,202500
6,1602,529,1977,2,16635,70.0,1,215000
6,1616,216,1926,2,5400,40.0,0,152000
5,1600,319,1957,1,16321,47.0,2,207500
6,2119,583,1972,2,10448,70.0,1,158000
7,1709,380,2004,2,2522,24.0,0,130000
7,2110,522,1968,2,11160,93.0,2,244000
3,774,0,1931,1,4270,70.0,0,79000
4,796,0,1922,1,3636,40.0,0,55000
8,1707,511,1981,2,16669,70.0,1,228000
8,2161,789,2007,1,10562,86.0,1,325624
7,1716,512,1996,2,8750,70.0,1,191000
6,1362,504,1961,1,10197,80.0,1,163000
6,1796,546,1998,2,9531,70.0,0,211000
8,1652,482,2008,2,5587,64.0,1,392500
7,1482,324,1920,1,9000,50.0,0,143000
5,1015,450,1925,1,6120,51.0,0,88000
6,1578,240,1941,1,9490,79.0,2,133000
5,1086,490,1954,1,10200,85.0,0,144900
6,1218,0,1971,1,1680,21.0,0,91500
5,860,528,1982,1,8740,74.0,0,137000
4,1140,0,1910,1,8800,55.0,0,96500
7,1502,270,1931,1,7200,60.0,1,149000
6,1165,490,1966,1,9020,82.0,0,174900
6,1960,440,2002,2,7851,70.0,2,216500
7,2031,541,1998,2,11404,75.0,1,222500
6,1392,299,1977,1,10900,70.0,0,161750
7,1541,532,2005,2,12182,95.0,1,220000
5,1327,624,1959,1,7388,75.0,0,150750
4,1324,240,1936,1,6000,50.0,0,128000
6,1552,434,1975,2,11475,85.0,1,179900
8,2810,750,1990,2,9572,70.0,1,302000
10,3608,840,1892,2,22950,90.0,2,475000
5,1328,308,1959,1,16905,115.0,2,170000
5,1517,0,1919,2,8500,85.0,0,115000
5,1057,246,1953,1,7922,68.0,0,109000
8,2132,612,1983,1,12327,79.0,1,316600
8,1629,808,2002,2,14536,85.0,1,270000
5,1188,531,1959,1,12160,70.0,0,142000
8,1464,754,2007,2,15256,49.0,0,282922
6,1216,402,1998,2,4500,32.0,0,164000
8,1634,866,2006,2,11428,98.0,1,250000
5,924,576,1949,1,8064,60.0,1,122900
5,1060,270,1968,1,8246,70.0,1,154000
6,1548,440,1976,2,2308,24.0,1,155000
2,438,246,1920,1,8400,60.0,0,60000
4,747,220,1945,1,4608,47.0,0,80000
5,892,288,1967,1,7150,65.0,0,100000
5,1190,540,1962,1,7728,70.0,0,132500
6,1394,514,1963,1,9500,70.0,2,159000
5,1960,400,1952,2,7596,60.0,0,124500
6,848,420,2003,1,4435,36.0,0,131500
7,1339,484,1990,2,8049,50.0,1,180000
6,784,360,1928,1,9000,60.0,0,76000
5,948,300,1968,1,8978,70.0,0,108000
5,1178,439,1973,1,10000,80.0,1,157000
7,1983,490,1999,2,10762,70.0,1,225000
5,1728,560,1976,2,9297,63.0,0,188000
5,764,504,1925,1,5232,30.0,0,73000
4,988,297,1973,1,1596,21.0,0,91000
6,1224,528,2009,2,3000,30.0,0,173733
6,987,288,1972,1,1680,21.0,1,94500
7,1908,493,1994,2,8750,70.0,1,210000
5,1144,596,1956,1,9571,68.0,0,129000
6,1032,564,1978,2,10395,70.0,1,148000
6,2060,521,1988,2,10029,97.0,1,211000
5,1114,576,2004,1,13695,66.0,0,159000
6,1724,480,1967,1,17871,70.0,1,197900
6,1218,264,1972,1,1680,21.0,0,118000
4,841,294,1950,1,8400,60.0,0,82000
8,1088,461,1986,1,3696,70.0,0,170000
5,864,336,1978,1,7000,70.0,0,136500
8,1826,758,2005,2,11302,69.0,1,319000
5,1111,288,1920,1,7200,60.0,0,101000
5,912,576,1965,1,8872,72.0,0,147000
8,2270,671,1999,2,11764,92.0,1,290000
5,923,264,1984,1,6951,37.0,0,119500
5,910,414,1953,1,8892,74.0,0,116000
3,1040,400,1950,2,8544,60.0,0,92900
4,1374,338,1920,1,5400,90.0,0,105000
9,2121,732,2006,2,14450,107.0,1,415298
7,1959,434,2004,2,11796,59.0,1,215000
5,1539,576,1936,1,6120,51.0,0,141500
5,1268,244,1954,1,7800,78.0,1,132000
4,960,308,1920,1,6000,50.0,0,108500
5,1097,672,1994,1,10859,112.0,0,145000
7,1768,320,1914,1,10800,60.0,2,163000
6,1668,271,1950,1,9600,80.0,0,140000
6,1392,576,1968,1,13560,120.0,2,110000
6,1412,280,1939,1,6000,50.0,1,132500
8,1630,860,2008,2,10226,61.0,1,295493
7,1241,569,2006,1,4274,35.0,0,199900
5,768,624,1970,1,7244,54.0,0,129500
6,1640,924,1954,1,14778,70.0,1,224000
8,1419,567,2007,2,8089,60.0,1,392000
5,1200,0,1987,3,10800,60.0,0,179000
7,1479,484,1972,1,7472,70.0,0,184000
6,1414,601,1958,1,11029,87.0,1,176500
5,1344,513,1916,1,4571,34.0,0,98000
5,2320,672,1948,2,14762,70.0,1,169000
4,788,0,1941,1,7446,70.0,2,100000
6,1441,440,1978,2,2289,24.0,1,148500
6,864,300,1959,1,9100,70.0,0,127500
4,864,528,1971,1,9000,60.0,0,120500
5,1776,888,1958,2,11475,85.0,0,110000
5,1056,304,1968,1,8450,65.0,1,142000
1,904,0,1922,0,10020,70.0,0,61000
7,1478,484,2009,2,4403,70.0,1,222000
3,1605,379,1915,2,5790,60.0,0,107400
7,1790,588,1999,2,9179,68.0,0,193000
5,1868,484,1976,2,10304,70.0,1,197500
6,1218,264,1973,1,1890,21.0,0,113000
10,2084,1220,2007,2,14803,114.0,1,385000
6,1456,440,1976,2,2280,24.0,1,148500
5,1256,276,1965,1,9937,75.0,0,147500
6,1509,393,2002,2,7861,70.0,1,183200
6,2320,180,1945,2,7259,61.0,1,259500
6,2624,864,1918,2,22420,86.0,1,239000
6,1375,544,1937,1,9000,50.0,1,141000
6,1095,264,1958,1,10382,75.0,0,140000
5,2200,0,1900,2,8777,67.0,0,145900
7,1494,530,2002,2,12803,88.0,1,221000
4,1346,384,1910,1,11767,70.0,0,112000
4,990,0,1994,1,8070,60.0,0,123600
5,833,326,1954,1,5400,90.0,0,117000
8,2482,642,2005,2,12665,88.0,1,281213
8,2098,878,2005,2,10240,80.0,1,275500
5,899,288,1967,1,7800,65.0,0,130000
9,2324,736,2005,3,11924,85.0,2,345000
5,894,600,1972,1,7200,60.0,0,123000
6,1575,529,1992,2,8012,50.0,0,179200
6,848,420,2004,1,4426,70.0,1,141000
7,1690,225,1916,1,8850,65.0,1,144000
5,1475,336,1977,2,2665,41.0,1,127000
6,1362,460,2005,2,7577,61.0,1,194700
8,1456,400,2003,2,3196,70.0,1,215000
7,2462,576,2005,2,19378,134.0,1,320000
6,1796,483,1963,1,7056,71.0,1,140000
5,1472,250,1925,1,9600,60.0,0,125000
7,1604,660,2006,2,8814,68.0,1,220000
6,1661,377,1955,1,9600,80.0,1,165500
4,630,286,1970,1,1477,21.0,0,80000
10,2020,900,2009,2,12220,94.0,1,402861
8,1665,528,2001,2,8400,70.0,0,227000
7,1836,484,2004,2,9100,70.0,1,216837
5,2372,432,1892,2,6600,60.0,0,107500
5,1301,440,1924,1,6911,60.0,0,100000
7,1240,826,2006,2,8556,74.0,0,194000
6,1244,336,1957,1,11988,90.0,2,150000
8,1795,534,2002,2,9742,75.0,1,230000
6,1167,400,1992,2,9248,70.0,0,173000
8,1578,840,2008,2,9262,78.0,1,287090
8,1908,431,2002,2,14191,85.0,0,202900
6,1198,0,1920,1,5586,60.0,0,79900
8,1976,908,2006,2,14977,110.0,1,440000
4,1328,210,1925,1,9906,57.0,0,107000
5,1268,252,1977,1,9286,70.0,0,143500
7,1250,625,2006,2,4017,35.0,0,171900
5,1664,0,1965,2,9825,75.0,0,100000
6,1416,776,1968,2,11700,90.0,1,179900
6,2291,506,1910,2,7200,60.0,1,133900
7,1710,550,2004,2,12118,43.0,1,240000
5,616,205,1921,1,6000,50.0,0,89000
5,1050,368,1961,1,10659,70.0,0,136500
6,1252,564,1960,1,13500,70.0,1,235000
5,990,480,1994,1,8072,60.0,0,138000
5,1078,240,1950,1,9717,68.0,0,142125
6,2087,444,1966,2,12205,70.0,0,187500
6,1429,572,1960,1,14585,70.0,2,181900
5,1812,672,1900,2,7630,76.0,1,140000
6,1138,264,1958,1,10482,65.0,0,145000
5,1484,487,1971,2,12243,70.0,1,175000
7,1557,420,2003,2,3196,70.0,1,234000
4,1196,440,1916,1,4800,40.0,0,109900
5,864,624,1958,1,9100,70.0,0,129900
5,1056,260,1954,1,9250,80.0,0,139400
8,2526,844,1994,2,10120,92.0,1,290000
7,1145,397,2005,2,3182,43.0,1,160200
5,1092,288,1962,1,11616,70.0,1,139000
5,1432,360,1910,2,9600,60.0,0,132000
6,1392,458,1957,1,11900,80.0,2,166000
6,1456,390,2005,2,8461,65.0,1,163990
5,1053,312,1959,1,10007,72.0,0,145500
6,3395,0,1914,2,10896,60.0,0,200000
5,1287,576,1959,1,9830,70.0,1,162000
5,778,924,1940,1,6900,71.0,1,120500
6,1092,264,1971,1,1680,21.0,0,88000
4,747,528,1926,1,5825,52.0,0,79900
7,1733,433,2003,2,12394,70.0,1,225000
8,1646,870,2006,2,10656,67.0,1,248900
7,2149,670,2003,1,12822,48.0,1,239686
8,1742,424,1882,1,17671,121.0,1,168000
5,912,275,1958,1,10150,70.0,0,114500
8,2198,836,2000,2,14260,84.0,1,250000
5,1680,528,1976,2,11500,70.0,0,136905
8,3447,1014,1935,3,14100,70.0,2,381000
5,1316,484,1929,1,5500,50.0,0,130000
5,2601,621,1921,3,9842,51.0,0,189000
5,1365,440,1970,1,2368,24.0,0,125000
7,1258,648,2006,2,3922,53.0,1,172500
8,1574,824,2006,2,11957,75.0,1,232000
5,1096,299,1969,1,15870,70.0,0,138800
6,987,264,1973,1,1680,21.0,0,100000
7,1708,380,2004,2,3363,32.0,0,130000
7,3493,870,1880,3,18386,87.0,1,295000
5,1344,240,1936,1,6240,70.0,0,115000
5,1109,288,1971,1,10500,70.0,0,139000
6,1470,388,1997,2,13869,70.0,0,177000
5,952,840,1951,1,7350,60.0,0,139000
6,1680,540,1988,2,21695,70.0,1,222000
6,1516,472,1964,1,10004,100.0,0,167000
8,1734,928,2007,2,12085,93.0,1,318000
8,1502,528,1985,1,6820,70.0,0,212000
7,1626,474,2003,2,2268,36.0,0,173000
6,1469,216,1906,1,10320,60.0,0,135000
7,1550,438,2006,2,8125,65.0,0,241000
7,1368,474,2005,2,6792,40.0,1,202665
9,2596,840,2006,3,16259,111.0,0,342643
5,1339,294,1958,1,7560,70.0,0,139000
7,1839,486,1998,2,16770,58.0,0,221000
8,2452,691,2004,3,13418,108.0,1,309000
7,1509,393,2003,2,7875,63.0,1,180000
7,1434,527,2001,2,8529,65.0,1,189000
6,1294,496,1991,2,7153,70.0,0,179200
6,1680,308,1915,2,15576,63.0,0,177000
6,1721,471,1994,2,8462,70.0,0,201000
4,864,576,1972,1,12735,70.0,0,111250
7,1501,440,1999,2,2280,24.0,0,179400
5,2337,560,1900,2,13600,85.0,0,90000
7,1872,604,1988,2,10400,80.0,1,241500
6,1484,0,1914,2,6300,35.0,1,128000
4,630,286,1970,1,1526,21.0,0,86000
6,1200,312,1923,1,11340,84.0,0,125000
6,2872,619,1977,2,12227,70.0,1,272000
6,1445,645,1964,1,12095,70.0,1,158000
6,1116,440,1962,1,10000,87.0,0,160000
7,2090,577,1984,2,5062,70.0,1,207500
5,943,600,1979,1,7032,70.0,2,135960
6,1608,216,1925,2,6171,51.0,1,137450
4,1296,516,1967,2,10791,72.0,0,90000
5,840,0,1930,1,4388,55.0,1,87000
7,1978,486,1968,2,9900,70.0,1,176000
7,999,588,1961,1,12122,70.0,0,178400
6,958,440,1976,2,4928,70.0,0,143750
8,2727,440,1932,2,10570,70.0,2,315000
5,1167,495,1920,1,8731,98.0,1,144000
6,1851,440,1964,2,9760,80.0,1,187000
6,1252,528,1959,1,10721,80.0,0,142000
4,912,0,1947,1,6240,52.0,0,80500
5,1040,576,1996,1,12464,82.0,0,152000
6,1525,440,2000,2,2117,70.0,1,177000
8,2452,683,1998,2,16226,66.0,1,267000
8,3228,546,1992,3,12692,70.0,1,430000
7,1166,400,2005,2,9587,59.0,0,190000
6,1846,315,1949,2,10496,78.0,1,143000
5,1074,495,1975,1,10140,78.0,0,153500
7,2344,889,1996,2,10208,79.0,1,265000
5,893,576,1949,1,9600,60.0,0,135000
6,1493,508,1997,2,13125,75.0,1,208900
8,1968,680,2009,2,12003,92.0,1,269500
6,1004,480,1970,1,11241,70.0,1,149000
5,1456,280,1948,1,7585,50.0,1,91500
6,1635,440,1923,1,8737,70.0,1,210000
6,1458,330,1948,1,17503,78.0,1,97500
6,1224,402,1999,2,4500,70.0,0,165000
7,1506,440,2005,2,3013,43.0,1,213490
5,2136,528,1951,2,10680,89.0,0,137900
7,1416,484,1999,2,2572,24.0,0,155000
10,2633,804,2001,2,11400,70.0,2,466500
8,1468,898,2008,2,9612,74.0,1,244600
5,773,240,1953,1,7677,57.0,0,110000
5,1302,280,1971,2,1680,21.0,0,112000
5,900,576,1951,1,7200,60.0,0,134800
6,904,180,1926,1,6000,50.0,0,119000
6,1844,540,1969,2,16381,70.0,1,223000
7,1555,430,2005,2,3182,43.0,1,192500
5,1297,498,1954,1,8532,74.0,1,153000
4,1529,240,1945,2,8405,50.0,0,98000
3,1733,452,1955,2,13680,70.0,1,139600
6,1710,506,1993,2,9291,76.0,0,187000
6,1868,477,1984,3,12090,78.0,1,178000
5,1126,484,1977,2,17400,80.0,1,160000
7,1102,480,2004,2,5105,70.0,0,148800
6,1913,342,1928,1,7558,57.0,1,177000
8,1567,648,2006,2,3982,53.0,1,264561
5,1050,338,1956,1,9600,80.0,0,128900
8,1580,830,2007,2,11932,92.0,0,235128
8,1314,552,2009,2,8640,72.0,0,229456
6,2792,520,1920,2,10440,60.0,2,256000
6,1688,603,1997,2,12798,79.0,0,200000
6,1232,516,1984,2,11120,70.0,0,162500
6,1229,462,1980,1,1300,24.0,1,124000
3,1699,420,1900,2,10615,107.0,0,95000
4,936,576,1953,1,6000,60.0,0,93000
7,1948,434,2004,2,12393,41.0,1,195000
9,2224,738,2004,2,8834,74.0,1,350000
5,2002,871,1949,2,6270,82.0,0,145000
6,1993,495,1971,2,14803,70.0,1,190000
7,1861,492,2002,2,13450,95.0,0,200000
5,1041,270,1959,1,9600,80.0,0,124500
6,986,180,1926,1,6180,60.0,1,102000
7,1405,478,2003,2,3136,70.0,1,171750
7,1226,740,2009,2,10402,94.0,0,198900
6,838,275,1918,1,10267,55.0,0,130000
3,864,200,1914,1,8212,45.0,0,58500
5,1006,0,1959,1,9000,70.0,0,80000
8,1710,866,2007,2,13891,107.0,1,372402
8,2263,420,1998,2,12090,93.0,1,258000
4,2290,560,1885,2,11340,60.0,0,122500
4,1100,312,1960,1,12493,70.0,1,141000
6,2117,550,1970,2,12925,70.0,2,237500
4,960,288,1956,1,8926,70.0,0,112000
7,1774,468,1931,2,6120,51.0,2,129900
6,1082,240,1948,1,11664,60.0,1,119200
5,1122,528,1948,1,12000,100.0,0,147000
8,1338,582,2001,2,4920,41.0,0,213500
6,1756,422,1996,2,9303,70.0,0,204000
6,1302,309,1964,2,9350,85.0,0,158000
4,951,327,1936,1,8765,50.0,0,106500
6,987,264,1973,1,1953,21.0,0,83000
5,1090,450,2005,1,7024,60.0,0,157000
5,1604,660,1941,2,10998,60.0,0,117000
6,1512,440,2000,2,2117,70.0,1,168500
6,1577,312,1939,1,6435,65.0,1,140200
7,2167,518,1974,2,17542,70.0,2,294000
6,1212,492,1977,1,8471,88.0,1,151000
5,969,440,1975,1,10356,120.0,0,122000
6,1072,525,2005,1,3675,35.0,0,148000
8,1518,588,2003,1,12677,62.0,1,274000
7,1958,936,2005,2,10625,85.0,1,250000
6,1069,440,1977,2,4043,53.0,0,140000
8,1788,522,2001,2,11838,70.0,1,236500
5,2414,520,1900,2,10800,60.0,1,160000
3,720,287,1949,1,6627,70.0,0,72500
6,1261,433,1958,1,9120,76.0,1,163000
5,875,180,1931,1,6120,51.0,0,105000
5,672,240,1940,1,10200,60.0,0,108000
6,980,0,1975,2,9400,35.0,0,127500
3,1214,936,1915,1,10410,60.0,0,105000
5,1486,480,1964,1,9937,75.0,0,167000
6,1660,240,1934,1,11988,74.0,1,188700
7,1217,497,1990,2,9947,70.0,0,173000
7,1564,234,1941,1,12000,75.0,1,174500
7,1490,388,2004,2,15384,60.0,1,184000
8,3194,380,1934,2,12168,78.0,2,359100
7,1501,577,1999,2,10335,78.0,0,204000
7,1320,400,2003,2,7750,70.0,0,162000
8,2612,676,1998,2,12203,98.0,1,336000
4,2230,440,1912,1,6204,60.0,0,118500
7,2022,505,1977,2,10005,83.0,1,192000
7,2263,539,1977,2,16659,70.0,1,235000
7,1632,462,1998,2,9084,63.0,1,176500
8,1288,500,1996,1,14963,38.0,2,245500
6,1080,288,1958,1,9464,75.0,0,136000
6,1700,544,2003,2,9135,70.0,0,200000
6,1310,398,1924,2,7000,50.0,0,112000
4,1067,436,1950,2,9600,60.0,0,128000
6,1928,440,1910,2,9142,69.0,0,137000
7,2784,564,1978,3,16692,80.0,2,250000
7,2097,583,1998,2,9750,75.0,1,274300
6,816,432,1930,1,5890,70.0,0,120500
8,1659,499,2000,2,5664,40.0,1,278000
5,1779,454,1955,1,17920,102.0,1,170000
7,1248,438,2005,2,3010,43.0,0,167240
7,1929,650,2001,2,7050,70.0,1,226000
6,1262,460,1976,2,9600,80.0,1,181500
7,2696,792,2007,2,9965,77.0,1,383970
5,894,336,1965,1,8450,65.0,1,138500
6,1912,672,1905,2,10800,60.0,1,163000
5,965,300,1965,1,7800,60.0,0,119900
6,1824,0,1971,2,9400,94.0,0,139000
8,1787,748,2001,2,14781,70.0,1,275000
4,1440,0,1955,2,12108,92.0,0,118000
6,1252,288,1950,1,9600,80.0,0,119000
8,1987,691,1994,2,14303,91.0,1,301500
4,1181,588,1972,2,10012,90.0,0,137500
6,1792,451,2000,2,10261,93.0,1,186500
5,864,0,1922,1,4060,56.0,0,99900
5,1128,525,1963,2,8700,80.0,0,155000
8,1959,1025,2006,2,9000,75.0,1,270000
6,1839,442,1966,1,7700,70.0,1,155000
5,904,408,1966,1,7162,70.0,0,109900
5,1040,484,1977,2,8800,61.0,0,150500
6,918,264,1979,2,7892,55.0,1,99500
6,1520,364,1955,1,9600,80.0,2,153000
7,1411,544,1977,2,11900,85.0,1,82500
6,2058,396,1917,1,9600,60.0,1,129500
6,2201,432,1966,2,19690,70.0,1,274970
7,1656,397,2003,2,6931,60.0,1,165400
7,1494,514,1998,2,16196,70.0,1,215000
6,1564,476,1980,2,8400,70.0,1,171000
6,981,576,1971,1,10530,70.0,0,143250
6,1502,180,1923,1,10592,55.0,2,165000
5,1092,299,1957,1,14850,69.0,1,141000
5,1520,281,1932,1,4500,55.0,0,159434
5,1320,564,1966,1,11777,96.0,2,164500
8,1836,862,2004,2,11362,107.0,1,280000
7,1889,308,1910,1,10120,60.0,1,122000
5,1130,720,1920,1,10800,60.0,1,120000
7,2398,834,1996,2,11787,95.0,1,315750
6,1991,432,1932,1,11275,70.0,1,220000
9,1838,765,2006,2,14601,85.0,1,315000
6,1352,299,1969,1,9364,80.0,0,158000
7,1720,527,1996,2,10593,59.0,1,260400
6,1716,490,1962,1,9247,70.0,1,171000
5,999,264,1962,1,7758,70.0,0,132500
6,1470,420,1993,2,9765,70.0,1,185000
4,1132,451,2005,1,7024,60.0,0,176000
6,1674,396,1918,2,21780,66.0,1,185000
6,1337,511,1998,2,4060,34.0,0,181000
7,1349,539,2000,2,8450,65.0,0,179000
5,1148,672,1959,1,7931,70.0,0,132500
6,1683,440,1978,2,11184,70.0,1,172500
4,1344,0,1970,1,1533,21.0,1,97000
5,1696,349,1962,1,13673,40.0,1,143900
5,882,294,1959,1,8339,70.0,0,106500
7,1895,409,1994,2,10832,70.0,1,194500
5,894,308,1962,1,6600,60.0,0,109500
5,1812,264,1962,2,7590,69.0,1,169500
7,1714,496,1988,2,10421,80.0,1,196500
6,1114,576,2003,1,13695,66.0,0,155000
7,1689,954,2007,2,9849,83.0,0,248328
5,1376,240,1941,1,9492,79.0,1,105000
8,2704,538,1972,2,13860,75.0,3,345000
8,1872,531,2001,2,11885,70.0,1,261500
5,858,0,1958,1,7207,50.0,0,116500
4,864,660,1970,1,6960,60.0,0,120500
9,1668,702,2002,2,11248,90.0,1,285000
5,835,366,1920,1,10625,85.0,0,83000
5,1128,286,1954,1,9000,75.0,0,118000
6,1639,240,1936,1,10480,51.0,0,115000
5,1214,461,1965,1,9170,70.0,0,140000
6,1556,441,1968,1,11700,78.0,0,154000
7,1364,484,2005,2,7052,43.0,1,185850
7,2236,642,1997,2,13006,70.0,1,222000
6,1004,504,1977,1,10530,78.0,0,135000
4,1121,440,2003,2,8546,80.0,0,140000
5,1721,440,1968,2,10335,78.0,1,180000
7,1316,440,2007,2,11175,103.0,1,200141
6,1324,440,1965,2,8658,84.0,1,160000
8,1360,565,1984,1,5814,70.0,1,187500
6,1194,312,1959,1,8760,73.0,0,148000
9,1856,834,2010,1,11394,88.0,1,394432
5,900,280,1967,1,9819,70.0,0,122000
5,1134,240,1940,1,8160,60.0,0,126000
6,1961,560,2001,2,12209,71.0,1,215000
5,816,816,1982,1,6600,60.0,0,138000
5,894,450,1968,1,8724,109.0,1,129000
4,1092,286,1973,1,1974,70.0,0,83500
6,1094,495,1953,1,10452,85.0,2,155000
6,1811,470,1956,1,14115,90.0,1,230000
4,1294,0,1900,2,10800,60.0,0,106250
7,2034,645,1997,2,9375,70.0,0,219500
6,1253,352,1960,1,10920,70.0,1,157000
7,2514,693,1990,2,11170,70.0,0,250000
5,1154,480,1966,1,11000,70.0,1,154000
6,1456,429,2006,2,15578,105.0,0,172785
6,1800,463,2000,2,8123,60.0,1,179000
5,1656,180,1916,2,10410,60.0,0,135000
8,2365,856,1999,2,9430,82.0,1,337000
7,1436,484,2004,2,8450,65.0,0,210000
6,1062,539,1976,1,11333,70.0,2,146800
5,1466,566,1936,2,10800,60.0,1,170000
5,1155,576,1961,1,11782,88.0,0,148000
7,1536,532,2002,2,9135,70.0,0,214000
5,971,300,1969,1,9920,69.0,1,128500
6,1003,588,1984,1,7937,37.0,0,142500
7,1504,478,1996,2,11883,73.0,1,203000
5,1920,400,1948,2,11345,95.0,0,137000
7,1242,528,1973,1,9600,80.0,1,175500
7,2340,252,1941,2,9042,66.0,2,266500
7,1661,598,1998,2,12137,48.0,0,224900
6,1113,504,1976,1,7917,70.0,1,148000
4,1230,305,1946,1,4712,51.0,0,121600
6,1279,473,1977,2,10125,75.0,2,171500
9,2668,726,2003,2,13688,110.0,2,412500
4,1208,539,1925,1,6240,52.0,0,103000
7,1310,400,2005,2,8767,65.0,1,164990
8,2576,666,2006,2,12438,82.0,1,361919
5,936,672,1980,1,7200,60.0,0,140000
6,1647,216,1915,1,6858,66.0,0,128000
7,1220,632,2006,2,7406,64.0,0,194000
5,882,461,1972,1,7700,70.0,0,112500
5,1302,440,1970,2,2016,24.0,0,106000
7,1442,500,1990,2,11851,99.0,0,180500
9,1561,556,2005,2,7313,60.0,1,277500
6,1204,412,1998,2,4500,32.0,0,162000
7,1378,360,1928,2,9600,60.0,1,161000
6,848,420,2004,1,4426,70.0,1,149300
7,1525,541,2000,2,9100,70.0,0,235000
5,1235,480,1961,1,8500,85.0,0,98600
6,1412,432,2006,2,8499,73.0,1,156932
5,2240,528,1979,2,7018,64.0,0,142953
7,2295,590,1992,2,13346,70.0,1,268000
8,1668,502,2003,2,10635,48.0,1,232000
7,1614,865,2005,2,11210,86.0,0,221500
5,866,0,1945,1,3880,40.0,0,110500
7,1494,840,2006,2,10652,91.0,1,279500
7,1432,432,2004,2,7795,71.0,1,188500
8,1904,736,2005,2,10927,74.0,1,275000
6,1125,352,1976,1,7200,72.0,1,125000
6,1072,525,2005,2,3675,35.0,0,140000
5,1867,303,1955,1,10708,70.0,3,190000
6,1482,400,1925,2,12155,70.0,0,140000
8,2376,853,2005,3,14215,101.0,1,325300
5,1048,420,1950,1,7200,60.0,0,98300
7,1820,492,1965,1,13700,70.0,2,201800
7,1200,480,2005,2,3180,30.0,0,151000
9,2018,746,2008,2,13214,89.0,1,378500
5,996,0,1940,1,13907,63.0,1,108000
6,848,420,2003,1,4435,37.0,0,136500
7,1761,578,2007,3,10207,84.0,0,227875
5,1057,576,1962,1,7420,70.0,0,132000
8,1593,682,2001,1,4923,41.0,1,286000
7,1382,490,2000,2,2651,70.0,0,165000
7,1391,530,2004,2,4282,59.0,0,196000
5,1363,288,1951,1,14559,75.0,2,164900
7,1459,527,2002,2,8749,70.0,1,192000
8,1652,499,2000,2,5330,41.0,0,251000
6,1026,576,1978,1,10970,70.0,0,147000
7,2640,864,1880,1,11700,65.0,1,265979
6,1640,520,2004,2,8366,65.0,0,173000
7,1108,280,1930,1,7449,57.0,1,139400
5,1203,352,1950,1,7015,70.0,1,110000
7,1560,573,2003,2,9196,129.0,0,201000
6,1958,492,1946,2,7136,82.0,0,145000
5,894,384,1966,1,7094,99.0,0,125000
8,1269,430,2004,2,3182,43.0,1,192000
7,1428,554,2008,2,12274,91.0,0,227680
8,1932,774,2008,2,12444,96.0,1,394617
9,1684,564,2005,2,8849,63.0,1,266000
4,816,288,1938,1,8877,67.0,1,100000
7,2157,487,1966,2,14200,88.0,2,226000
6,1682,523,1998,2,8750,70.0,0,200500
5,698,0,1947,1,9405,50.0,0,118000
6,1224,528,2009,2,3951,40.0,0,164500
5,1728,352,1964,2,10624,70.0,0,119000
6,1141,484,2005,1,13072,63.0,0,142500
7,1277,526,1970,1,10628,85.0,1,167000
4,1123,264,1939,1,6060,50.0,0,100000
8,2524,542,1981,2,9600,80.0,1,278000
6,1314,440,2006,2,9317,78.0,1,176432
4,1981,576,1928,2,7804,65.0,2,135000
5,864,572,1955,1,8172,60.0,0,115000
7,1426,216,1918,1,7642,55.0,1,189950
7,1555,660,2007,2,3684,53.0,1,174000
